ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CITY,STATE,COUNTRY,TERRITORY,DEALSIZE
10306,39,90.4,8,3525.6,14 October 2004,Shipped,4,10,2004,Vintage Cars,87,S18_4522,Manchester,,UK,EMEA,Medium
10315,36,100,7,3602.16,29 October 2004,Shipped,4,10,2004,Vintage Cars,87,S18_4522,Nantes,,France,EMEA,Medium
10326,50,86.01,5,4300.5,11 September 2004,Shipped,4,11,2004,Vintage Cars,87,S18_4522,Lule,,Sweden,EMEA,Medium
10337,29,100,2,4498.19,21 November 2004,Shipped,4,11,2004,Vintage Cars,87,S18_4522,NYC,NY,USA,,Medium
10350,30,100,3,3023.1,12 February 2004,Shipped,4,12,2004,Vintage Cars,87,S18_4522,Madrid,,Spain,EMEA,Medium
10372,41,86.89,7,3562.49,26 January 2005,Shipped,1,1,2005,Vintage Cars,87,S18_4522,Minato-ku,Tokyo,Japan,Japan,Medium
10383,28,58.58,7,1640.24,22 February 2005,Shipped,1,2,2005,Vintage Cars,87,S18_4522,Madrid,,Spain,EMEA,Small
10396,45,100,5,4739.4,23 March 2005,Shipped,1,3,2005,Vintage Cars,87,S18_4522,San Rafael,CA,USA,,Medium
10414,16,75.48,11,1207.68,05 June 2005,On Hold,2,5,2005,Vintage Cars,87,S18_4522,Boston,MA,USA,,Small
10103,36,100,5,4228.2,29 January 2003,Shipped,1,1,2003,Trucks and Buses,121,S18_4600,Stavern,,Norway,EMEA,Medium
10114,41,100,9,4815.45,04 January 2003,Shipped,2,4,2003,Trucks and Buses,121,S18_4600,Paris,,France,EMEA,Medium
10126,50,100,5,7083,28 May 2003,Shipped,2,5,2003,Trucks and Buses,121,S18_4600,Madrid,,Spain,EMEA,Large
10140,40,100,5,4601.2,24 July 2003,Shipped,3,7,2003,Trucks and Buses,121,S18_4600,Burlingame,CA,USA,,Medium
10150,49,100,2,6467.02,19 September 2003,Shipped,3,9,2003,Trucks and Buses,121,S18_4600,Singapore,,Singapore,Japan,Medium
10164,45,100,3,5012.55,21 October 2003,Resolved,4,10,2003,Trucks and Buses,121,S18_4600,Graz,,Austria,EMEA,Medium
10175,47,100,10,5121.59,11 June 2003,Shipped,4,11,2003,Trucks and Buses,121,S18_4600,London,,UK,EMEA,Medium
10183,21,100,2,2441.04,13 November 2003,Shipped,4,11,2003,Trucks and Buses,121,S18_4600,Philadelphia,PA,USA,,Small
10194,32,100,5,4262.08,25 November 2003,Shipped,4,11,2003,Trucks and Buses,121,S18_4600,Lyon,,France,EMEA,Medium
10207,47,100,16,6658.02,12 September 2003,Shipped,4,12,2003,Trucks and Buses,121,S18_4600,Boston,MA,USA,,Medium
10217,38,100,5,4509.08,02 April 2004,Shipped,1,2,2004,Trucks and Buses,121,S18_4600,Singapore,,Singapore,APAC,Medium
10229,41,100,10,4716.23,03 November 2004,Shipped,1,3,2004,Trucks and Buses,121,S18_4600,San Rafael,CA,USA,,Medium
10245,21,100,3,2390.22,05 April 2004,Shipped,2,5,2004,Trucks and Buses,121,S18_4600,New Haven,CT,USA,,Small
10259,41,100,13,4666.62,15 June 2004,Shipped,2,6,2004,Trucks and Buses,121,S18_4600,Singapore,,Singapore,APAC,Medium
10270,38,100,3,5383.08,19 July 2004,Shipped,3,7,2004,Trucks and Buses,121,S18_4600,Chatswood,NSW,Australia,APAC,Medium
10281,25,99.29,10,2482.25,19 August 2004,Shipped,3,8,2004,Trucks and Buses,121,S18_4600,Allentown,PA,USA,,Small
10291,48,100,5,5288.64,09 August 2004,Shipped,3,9,2004,Trucks and Buses,121,S18_4600,Boras,,Sweden,EMEA,Medium
10305,22,99.29,14,2184.38,13 October 2004,Shipped,4,10,2004,Trucks and Buses,121,S18_4600,Cambridge,MA,USA,,Small
10313,28,100,8,2881.76,22 October 2004,Shipped,4,10,2004,Trucks and Buses,121,S18_4600,Vancouver,BC,Canada,,Small
10323,47,100,1,6203.06,11 May 2004,Shipped,4,11,2004,Trucks and Buses,121,S18_4600,Frankfurt,,Germany,EMEA,Medium
10334,49,100,4,6763.47,19 November 2004,On Hold,4,11,2004,Trucks and Buses,121,S18_4600,Lule,,Sweden,EMEA,Medium
10347,45,100,4,5884.65,29 November 2004,Shipped,4,11,2004,Trucks and Buses,121,S18_4600,Melbourne,Victoria,Australia,APAC,Medium
10357,28,100,2,3559.64,12 October 2004,Shipped,4,12,2004,Trucks and Buses,121,S18_4600,San Rafael,CA,USA,,Medium
10370,29,57.53,6,1668.37,20 January 2005,Shipped,1,1,2005,Trucks and Buses,121,S18_4600,North Sydney,NSW,Australia,APAC,Small
10382,39,100,1,4890.6,17 February 2005,Shipped,1,2,2005,Trucks and Buses,121,S18_4600,San Rafael,CA,USA,,Medium
10411,46,100,3,5235.72,05 January 2005,Shipped,2,5,2005,Trucks and Buses,121,S18_4600,Montreal,Quebec,Canada,,Medium
10425,38,100,13,4325.16,31 May 2005,In Process,2,5,2005,Trucks and Buses,121,S18_4600,Nantes,,France,EMEA,Medium
10103,41,47.29,9,1938.89,29 January 2003,Shipped,1,1,2003,Vintage Cars,50,S18_4668,Stavern,,Norway,EMEA,Small
10113,50,49.81,3,2490.5,26 March 2003,Shipped,1,3,2003,Vintage Cars,50,S18_4668,San Rafael,CA,USA,,Small
10126,43,53.83,9,2314.69,28 May 2003,Shipped,2,5,2003,Vintage Cars,50,S18_4668,Madrid,,Spain,EMEA,Small
10140,29,43.27,9,1254.83,24 July 2003,Shipped,3,7,2003,Vintage Cars,50,S18_4668,Burlingame,CA,USA,,Small
10150,30,42.76,6,1282.8,19 September 2003,Shipped,3,9,2003,Vintage Cars,50,S18_4668,Singapore,,Singapore,Japan,Small
10164,25,53.83,7,1345.75,21 October 2003,Resolved,4,10,2003,Vintage Cars,50,S18_4668,Graz,,Austria,EMEA,Small
10174,49,44.78,2,2194.22,11 June 2003,Shipped,4,11,2003,Vintage Cars,50,S18_4668,South Brisbane,Queensland,Australia,APAC,Small
10183,40,49.3,6,1972,13 November 2003,Shipped,4,11,2003,Vintage Cars,50,S18_4668,Philadelphia,PA,USA,,Small
10194,41,44.78,9,1835.98,25 November 2003,Shipped,4,11,2003,Vintage Cars,50,S18_4668,Lyon,,France,EMEA,Small
10206,21,53.33,4,1119.93,12 May 2003,Shipped,4,12,2003,Vintage Cars,50,S18_4668,Vancouver,BC,Canada,,Small
10215,46,45.28,1,2082.88,29 January 2004,Shipped,1,1,2004,Vintage Cars,50,S18_4668,Burbank,CA,USA,,Small
10229,39,40.25,14,1569.75,03 November 2004,Shipped,1,3,2004,Vintage Cars,50,S18_4668,San Rafael,CA,USA,,Small
10245,45,59.87,7,2694.15,05 April 2004,Shipped,2,5,2004,Vintage Cars,50,S18_4668,New Haven,CT,USA,,Small
10258,21,59.87,4,1257.27,15 June 2004,Shipped,2,6,2004,Vintage Cars,50,S18_4668,Minato-ku,Tokyo,Japan,Japan,Small
10270,44,58.36,7,2567.84,19 July 2004,Shipped,3,7,2004,Vintage Cars,50,S18_4668,Chatswood,NSW,Australia,APAC,Small
10281,44,59.87,14,2634.28,19 August 2004,Shipped,3,8,2004,Vintage Cars,50,S18_4668,Allentown,PA,USA,,Small
10291,29,51.82,9,1502.78,09 August 2004,Shipped,3,9,2004,Vintage Cars,50,S18_4668,Boras,,Sweden,EMEA,Small
10304,34,49.3,4,1676.2,10 November 2004,Shipped,4,10,2004,Vintage Cars,50,S18_4668,Versailles,,France,EMEA,Small
10312,39,56.85,1,2217.15,21 October 2004,Shipped,4,10,2004,Vintage Cars,50,S18_4668,San Rafael,CA,USA,,Small
10324,38,100,6,6832.02,11 May 2004,Shipped,4,11,2004,Vintage Cars,50,S18_4668,NYC,NY,USA,,Medium
10333,24,79.86,8,1916.64,18 November 2004,Shipped,4,11,2004,Vintage Cars,50,S18_4668,San Francisco,CA,USA,,Small
10348,29,100,6,7110.8,11 January 2004,Shipped,4,11,2004,Vintage Cars,50,S18_4668,Madrid,,Spain,EMEA,Large
10358,30,100,8,5302.8,12 October 2004,Shipped,4,12,2004,Vintage Cars,50,S18_4668,Madrid,,Spain,EMEA,Medium
10370,20,100,2,2730,20 January 2005,Shipped,1,1,2005,Vintage Cars,50,S18_4668,North Sydney,NSW,Australia,APAC,Small
10382,39,100,2,7827.3,17 February 2005,Shipped,1,2,2005,Vintage Cars,50,S18_4668,San Rafael,CA,USA,,Large
10411,35,59.87,7,2095.45,05 January 2005,Shipped,2,5,2005,Vintage Cars,50,S18_4668,Montreal,Quebec,Canada,,Small
10424,26,59.87,4,1556.62,31 May 2005,In Process,2,5,2005,Vintage Cars,50,S18_4668,Madrid,,Spain,EMEA,Small
10108,44,100,11,5565.12,03 March 2003,Shipped,1,3,2003,Classic Cars,148,S18_4721,Makati City,,Philippines,Japan,Medium
10122,28,100,15,3583.16,05 August 2003,Shipped,2,5,2003,Classic Cars,148,S18_4721,Marseille,,France,EMEA,Medium
10135,31,100,12,4705.18,07 February 2003,Shipped,3,7,2003,Classic Cars,148,S18_4721,San Rafael,CA,USA,,Medium
10146,29,100,1,4444.54,09 March 2003,Shipped,3,9,2003,Classic Cars,148,S18_4721,Glendale,CT,USA,,Medium
10159,32,100,7,4618.88,10 October 2003,Shipped,4,10,2003,Classic Cars,148,S18_4721,San Francisco,CA,USA,,Medium
10169,33,100,7,4910.4,11 April 2003,Shipped,4,11,2003,Classic Cars,148,S18_4721,North Sydney,NSW,Australia,APAC,Medium
10180,44,100,2,5565.12,11 November 2003,Shipped,4,11,2003,Classic Cars,148,S18_4721,Lille,,France,EMEA,Medium
10191,32,100,8,4237.76,20 November 2003,Shipped,4,11,2003,Classic Cars,148,S18_4721,Koln,,Germany,EMEA,Medium
10211,41,100,7,5673.58,15 January 2004,Shipped,1,1,2004,Classic Cars,148,S18_4721,Paris,,France,EMEA,Medium
10225,35,100,14,5260.15,22 February 2004,Shipped,1,2,2004,Classic Cars,148,S18_4721,Gensve,,Switzerland,EMEA,Medium
10238,44,100,8,6350.96,04 September 2004,Shipped,2,4,2004,Classic Cars,148,S18_4721,Kobenhavn,,Denmark,EMEA,Medium
10252,26,100,4,3559.4,26 May 2004,Shipped,2,5,2004,Classic Cars,148,S18_4721,Paris,,France,EMEA,Medium
10264,20,100,2,2410.6,30 June 2004,Shipped,2,6,2004,Classic Cars,148,S18_4721,Boston,MA,USA,,Small
10276,48,100,8,5713.92,08 February 2004,Shipped,3,8,2004,Classic Cars,148,S18_4721,Brickhaven,MA,USA,,Medium
10287,34,100,17,4300.32,30 August 2004,Shipped,3,8,2004,Classic Cars,148,S18_4721,Gensve,,Switzerland,EMEA,Medium
10299,49,100,2,7947.31,30 September 2004,Shipped,3,9,2004,Classic Cars,148,S18_4721,Helsinki,,Finland,EMEA,Large
10310,40,100,15,5356.8,16 October 2004,Shipped,4,10,2004,Classic Cars,148,S18_4721,Koln,,Germany,EMEA,Medium
10319,45,100,3,7901.1,11 March 2004,Shipped,4,11,2004,Classic Cars,148,S18_4721,NYC,NY,USA,,Large
10330,50,100,4,6101,16 November 2004,Shipped,4,11,2004,Classic Cars,148,S18_4721,Makati City,,Philippines,Japan,Medium
10342,38,100,11,6276.46,24 November 2004,Shipped,4,11,2004,Classic Cars,148,S18_4721,Melbourne,Victoria,Australia,APAC,Medium
10355,25,100,2,4203.5,12 July 2004,Shipped,4,12,2004,Classic Cars,148,S18_4721,Madrid,,Spain,EMEA,Medium
10363,28,58.18,13,1629.04,01 June 2005,Shipped,1,1,2005,Classic Cars,148,S18_4721,Espoo,,Finland,EMEA,Small
10378,49,67.14,8,3289.86,02 October 2005,Shipped,1,2,2005,Classic Cars,148,S18_4721,Madrid,,Spain,EMEA,Medium
10390,49,100,3,6862.94,03 April 2005,Shipped,1,3,2005,Classic Cars,148,S18_4721,San Rafael,CA,USA,,Medium
10110,42,61.29,9,2574.18,18 March 2003,Shipped,1,3,2003,Classic Cars,71,S18_4933,Manchester,,UK,EMEA,Small
10124,23,57.73,8,1327.79,21 May 2003,Shipped,2,5,2003,Classic Cars,71,S18_4933,Las Vegas,NV,USA,,Small
10148,29,81.25,2,2356.25,09 November 2003,Shipped,3,9,2003,Classic Cars,71,S18_4933,North Sydney,NSW,Australia,APAC,Small
10161,25,80.54,1,2013.5,17 October 2003,Shipped,4,10,2003,Classic Cars,71,S18_4933,Aaarhus,,Denmark,EMEA,Small
10173,39,71.98,15,2807.22,11 May 2003,Shipped,4,11,2003,Classic Cars,71,S18_4933,Bergamo,,Italy,EMEA,Small
10182,44,69.84,12,3072.96,11 December 2003,Shipped,4,11,2003,Classic Cars,71,S18_4933,San Rafael,CA,USA,,Medium
10193,25,76.26,16,1906.5,21 November 2003,Shipped,4,11,2003,Classic Cars,71,S18_4933,Glen Waverly,Victoria,Australia,APAC,Small
10204,45,76.26,6,3431.7,12 February 2003,Shipped,4,12,2003,Classic Cars,71,S18_4933,NYC,NY,USA,,Medium
10213,25,83.39,2,2084.75,22 January 2004,Shipped,1,1,2004,Classic Cars,71,S18_4933,London,,UK,EMEA,Small
10227,37,57.73,12,2136.01,03 February 2004,Shipped,1,3,2004,Classic Cars,71,S18_4933,Lyon,,France,EMEA,Small
10241,30,66.99,4,2009.7,13 April 2004,Shipped,2,4,2004,Classic Cars,71,S18_4933,Strasbourg,,France,EMEA,Small
10267,36,75.55,1,2719.8,07 July 2004,Shipped,3,7,2004,Classic Cars,71,S18_4933,NYC,NY,USA,,Small
10279,26,60.58,1,1575.08,08 September 2004,Shipped,3,8,2004,Classic Cars,71,S18_4933,Madrid,,Spain,EMEA,Small
10288,23,73.41,7,1688.43,09 January 2004,Shipped,3,9,2004,Classic Cars,71,S18_4933,Singapore,,Singapore,APAC,Small
10302,23,72.7,3,1672.1,10 June 2003,Shipped,4,10,2003,Classic Cars,71,S18_4933,Liverpool,,UK,EMEA,Small
10311,25,66.99,2,1674.75,16 October 2004,Shipped,4,10,2004,Classic Cars,71,S18_4933,Madrid,,Spain,EMEA,Small
10332,21,100,3,3472.98,17 November 2004,Shipped,4,11,2004,Classic Cars,71,S18_4933,Manchester,,UK,EMEA,Medium
10344,26,63.43,5,1649.18,25 November 2004,Shipped,4,11,2004,Classic Cars,71,S18_4933,Marseille,,France,EMEA,Small
10367,44,85.25,9,3751,01 December 2005,Resolved,1,1,2005,Classic Cars,71,S18_4933,Pasadena,CA,USA,,Medium
10380,24,100,2,4536,16 February 2005,Shipped,1,2,2005,Classic Cars,71,S18_4933,Madrid,,Spain,EMEA,Medium
10407,66,66.99,4,4421.34,22 April 2005,On Hold,2,4,2005,Classic Cars,71,S18_4933,San Jose,CA,USA,,Medium
10420,36,57.73,7,2078.28,29 May 2005,In Process,2,5,2005,Classic Cars,71,S18_4933,Chatswood,NSW,Australia,APAC,Small
10110,36,85.25,13,3069,18 March 2003,Shipped,1,3,2003,Classic Cars,73,S24_1046,Manchester,,UK,EMEA,Medium
10124,22,77.9,12,1713.8,21 May 2003,Shipped,2,5,2003,Classic Cars,73,S24_1046,Las Vegas,NV,USA,,Small
10148,25,60.26,6,1506.5,09 November 2003,Shipped,3,9,2003,Classic Cars,73,S24_1046,North Sydney,NSW,Australia,APAC,Small
10161,37,72.76,5,2692.12,17 October 2003,Shipped,4,10,2003,Classic Cars,73,S24_1046,Aaarhus,,Denmark,EMEA,Small
10172,32,75.69,3,2422.08,11 May 2003,Shipped,4,11,2003,Classic Cars,73,S24_1046,Bridgewater,CT,USA,,Small
10182,47,74.22,16,3488.34,11 December 2003,Shipped,4,11,2003,Classic Cars,73,S24_1046,San Rafael,CA,USA,,Medium
10192,37,69.82,4,2583.34,20 November 2003,Shipped,4,11,2003,Classic Cars,73,S24_1046,Nashua,NH,USA,,Small
10204,20,62.47,10,1249.4,12 February 2003,Shipped,4,12,2003,Classic Cars,73,S24_1046,NYC,NY,USA,,Small
10212,41,82.31,3,3374.71,16 January 2004,Shipped,1,1,2004,Classic Cars,73,S24_1046,Madrid,,Spain,EMEA,Medium
10226,21,60.26,1,1265.46,26 February 2004,Shipped,1,2,2004,Classic Cars,73,S24_1046,San Diego,CA,USA,,Small
10241,22,76.43,8,1681.46,13 April 2004,Shipped,2,4,2004,Classic Cars,73,S24_1046,Strasbourg,,France,EMEA,Small
10267,40,80.1,5,3204,07 July 2004,Shipped,3,7,2004,Classic Cars,73,S24_1046,NYC,NY,USA,,Medium
10279,32,74.96,5,2398.72,08 September 2004,Shipped,3,8,2004,Classic Cars,73,S24_1046,Madrid,,Spain,EMEA,Small
10288,36,66.14,11,2381.04,09 January 2004,Shipped,3,9,2004,Classic Cars,73,S24_1046,Singapore,,Singapore,APAC,Small
10301,27,72.02,1,1944.54,10 May 2003,Shipped,4,10,2003,Classic Cars,73,S24_1046,Oslo,,Norway,EMEA,Small
10311,26,87.45,6,2273.7,16 October 2004,Shipped,4,10,2004,Classic Cars,73,S24_1046,Madrid,,Spain,EMEA,Small
10321,30,70.55,3,2116.5,11 April 2004,Shipped,4,11,2004,Classic Cars,73,S24_1046,New Bedford,MA,USA,,Small
10332,23,56.84,4,1307.32,17 November 2004,Shipped,4,11,2004,Classic Cars,73,S24_1046,Manchester,,UK,EMEA,Small
10344,29,59.53,7,1726.37,25 November 2004,Shipped,4,11,2004,Classic Cars,73,S24_1046,Marseille,,France,EMEA,Small
10367,21,60.37,10,1267.77,01 December 2005,Resolved,1,1,2005,Classic Cars,73,S24_1046,Pasadena,CA,USA,,Small
10380,34,100,3,3441.82,16 February 2005,Shipped,1,2,2005,Classic Cars,73,S24_1046,Madrid,,Spain,EMEA,Medium
10407,26,76.43,8,1987.18,22 April 2005,On Hold,2,4,2005,Classic Cars,73,S24_1046,San Jose,CA,USA,,Small
10420,60,64.67,11,3880.2,29 May 2005,In Process,2,5,2005,Classic Cars,73,S24_1046,Chatswood,NSW,Australia,APAC,Medium
10104,35,55.49,6,1942.15,31 January 2003,Shipped,1,1,2003,Classic Cars,57,S24_1444,Madrid,,Spain,EMEA,Small
10115,47,69.36,2,3259.92,04 April 2003,Shipped,2,4,2003,Classic Cars,57,S24_1444,NYC,NY,USA,,Medium
10127,20,60.69,8,1213.8,06 March 2003,Shipped,2,6,2003,Classic Cars,57,S24_1444,NYC,NY,USA,,Small
10141,20,54.33,2,1086.6,08 January 2003,Shipped,3,8,2003,Classic Cars,57,S24_1444,Espoo,,Finland,EMEA,Small
10152,25,65.31,4,1632.75,25 September 2003,Shipped,3,9,2003,Classic Cars,57,S24_1444,South Brisbane,Queensland,Australia,APAC,Small
10165,25,69.36,9,1734,22 October 2003,Shipped,4,10,2003,Classic Cars,57,S24_1444,Singapore,,Singapore,Japan,Small
10176,27,68.78,8,1857.06,11 June 2003,Shipped,4,11,2003,Classic Cars,57,S24_1444,Reggio Emilia,,Italy,EMEA,Small
10184,31,60.11,3,1863.41,14 November 2003,Shipped,4,11,2003,Classic Cars,57,S24_1444,Sevilla,,Spain,EMEA,Small
10195,44,66.47,3,2924.68,25 November 2003,Shipped,4,11,2003,Classic Cars,57,S24_1444,White Plains,NY,USA,,Small
10207,49,46.82,4,2294.18,12 September 2003,Shipped,4,12,2003,Classic Cars,57,S24_1444,Boston,MA,USA,,Small
10220,26,56.07,8,1457.82,02 December 2004,Shipped,1,2,2004,Classic Cars,57,S24_1444,Dublin,,Ireland,EMEA,Small
10230,36,54.33,6,1955.88,15 March 2004,Shipped,1,3,2004,Classic Cars,57,S24_1444,Frankfurt,,Germany,EMEA,Small
10246,44,52.6,2,2314.4,05 May 2004,Shipped,2,5,2004,Classic Cars,57,S24_1444,Madrid,,Spain,EMEA,Small
10259,28,46.82,1,1310.96,15 June 2004,Shipped,2,6,2004,Classic Cars,57,S24_1444,Singapore,,Singapore,APAC,Small
10271,45,64.74,2,2913.3,20 July 2004,Shipped,3,7,2004,Classic Cars,57,S24_1444,San Rafael,CA,USA,,Small
10282,29,46.82,11,1357.78,20 August 2004,Shipped,3,8,2004,Classic Cars,57,S24_1444,San Rafael,CA,USA,,Small
10292,40,53.75,5,2150,09 August 2004,Shipped,3,9,2004,Classic Cars,57,S24_1444,NYC,NY,USA,,Small
10305,45,61.85,2,2783.25,13 October 2004,Shipped,4,10,2004,Classic Cars,57,S24_1444,Cambridge,MA,USA,,Small
10314,44,53.18,11,2339.92,22 October 2004,Shipped,4,10,2004,Classic Cars,57,S24_1444,Aaarhus,,Denmark,EMEA,Small
10324,25,69.16,14,1729,11 May 2004,Shipped,4,11,2004,Classic Cars,57,S24_1444,NYC,NY,USA,,Small
10336,45,100,4,5972.4,20 November 2004,Shipped,4,11,2004,Classic Cars,57,S24_1444,Paris,,France,EMEA,Medium
10349,48,47.4,4,2275.2,12 January 2004,Shipped,4,12,2004,Classic Cars,57,S24_1444,NYC,NY,USA,,Small
10358,44,60.76,14,2673.44,12 October 2004,Shipped,4,12,2004,Classic Cars,57,S24_1444,Madrid,,Spain,EMEA,Small
10371,25,97.27,12,2431.75,23 January 2005,Shipped,1,1,2005,Classic Cars,57,S24_1444,San Rafael,CA,USA,,Small
10383,22,91.76,2,2018.72,22 February 2005,Shipped,1,2,2005,Classic Cars,57,S24_1444,Madrid,,Spain,EMEA,Small
10394,31,50.29,2,1558.99,15 March 2005,Shipped,1,3,2005,Classic Cars,57,S24_1444,Madrid,,Spain,EMEA,Small
10412,21,52.6,2,1104.6,05 March 2005,Shipped,2,5,2005,Classic Cars,57,S24_1444,Madrid,,Spain,EMEA,Small
10425,55,46.82,1,2575.1,31 May 2005,In Process,2,5,2005,Classic Cars,57,S24_1444,Nantes,,France,EMEA,Small
10107,25,100,3,2845.75,24 February 2003,Shipped,1,2,2003,Motorcycles,112,S24_1578,NYC,NY,USA,,Small
10120,35,98.05,1,3431.75,29 April 2003,Shipped,2,4,2003,Motorcycles,112,S24_1578,Melbourne,Victoria,Australia,APAC,Medium
10134,35,93.54,3,3273.9,07 January 2003,Shipped,3,7,2003,Motorcycles,112,S24_1578,Paris,,France,EMEA,Medium
10145,43,95.8,7,4119.4,25 August 2003,Shipped,3,8,2003,Motorcycles,112,S24_1578,Pasadena,CA,USA,,Medium
10159,44,100,15,5355.68,10 October 2003,Shipped,4,10,2003,Motorcycles,112,S24_1578,San Francisco,CA,USA,,Medium
10168,50,100,2,5747.5,28 October 2003,Shipped,4,10,2003,Motorcycles,112,S24_1578,Burlingame,CA,USA,,Medium
10180,48,100,10,5355.36,11 November 2003,Shipped,4,11,2003,Motorcycles,112,S24_1578,Lille,,France,EMEA,Medium
10188,25,100,2,2535.75,18 November 2003,Shipped,4,11,2003,Motorcycles,112,S24_1578,Bergen,,Norway,EMEA,Small
10201,39,100,3,4351.23,12 January 2003,Shipped,4,12,2003,Motorcycles,112,S24_1578,San Francisco,CA,USA,,Medium
10211,25,90.16,15,2254,15 January 2004,Shipped,1,1,2004,Motorcycles,112,S24_1578,Paris,,France,EMEA,Small
10223,32,91.29,2,2921.28,20 February 2004,Shipped,1,2,2004,Motorcycles,112,S24_1578,Melbourne,Victoria,Australia,APAC,Small
10237,20,100,8,2299,04 May 2004,Shipped,2,4,2004,Motorcycles,112,S24_1578,NYC,NY,USA,,Small
10251,26,100,3,2637.18,18 May 2004,Shipped,2,5,2004,Motorcycles,112,S24_1578,Newark,NJ,USA,,Small
10263,42,100,3,4307.52,28 June 2004,Shipped,2,6,2004,Motorcycles,112,S24_1578,Bridgewater,CT,USA,,Medium
10275,21,100,2,2153.76,23 July 2004,Shipped,3,7,2004,Motorcycles,112,S24_1578,Nantes,,France,EMEA,Small
10285,34,100,7,3716.88,27 August 2004,Shipped,3,8,2004,Motorcycles,112,S24_1578,Cambridge,MA,USA,,Medium
10299,47,100,10,5455.76,30 September 2004,Shipped,3,9,2004,Motorcycles,112,S24_1578,Helsinki,,Finland,EMEA,Medium
10309,21,100,6,2650.62,15 October 2004,Shipped,4,10,2004,Motorcycles,112,S24_1578,Stavern,,Norway,EMEA,Small
10318,48,100,2,6437.28,11 February 2004,Shipped,4,11,2004,Motorcycles,112,S24_1578,Allentown,PA,USA,,Medium
10329,30,87.78,7,2633.4,15 November 2004,Shipped,4,11,2004,Motorcycles,112,S24_1578,NYC,NY,USA,,Small
10339,27,84.39,10,2278.53,23 November 2004,Shipped,4,11,2004,Motorcycles,112,S24_1578,Minato-ku,Tokyo,Japan,Japan,Small
10362,50,96.92,2,4846,01 May 2005,Shipped,1,1,2005,Motorcycles,112,S24_1578,Burlingame,CA,USA,,Medium
10374,38,100,6,4197.1,02 February 2005,Shipped,1,2,2005,Motorcycles,112,S24_1578,South Brisbane,Queensland,Australia,APAC,Medium
10389,45,100,1,4597.65,03 March 2005,Shipped,1,3,2005,Motorcycles,112,S24_1578,Boras,,Sweden,EMEA,Medium
10403,46,100,8,5287.7,04 August 2005,Shipped,2,4,2005,Motorcycles,112,S24_1578,Liverpool,,UK,EMEA,Medium
10417,35,100,3,3550.05,13 May 2005,Disputed,2,5,2005,Motorcycles,112,S24_1578,Madrid,,Spain,EMEA,Medium
10110,29,59.37,15,1721.73,18 March 2003,Shipped,1,3,2003,Classic Cars,50,S24_1628,Manchester,,UK,EMEA,Small
10123,50,59.87,1,2993.5,20 May 2003,Shipped,2,5,2003,Classic Cars,50,S24_1628,Nantes,,France,EMEA,Small
10137,26,49.81,1,1295.06,07 October 2003,Shipped,3,7,2003,Classic Cars,50,S24_1628,Reims,,France,EMEA,Small
10148,47,56.85,8,2671.95,09 November 2003,Shipped,3,9,2003,Classic Cars,50,S24_1628,North Sydney,NSW,Australia,APAC,Small
10161,23,53.33,7,1226.59,17 October 2003,Shipped,4,10,2003,Classic Cars,50,S24_1628,Aaarhus,,Denmark,EMEA,Small
10172,34,42.76,5,1453.84,11 May 2003,Shipped,4,11,2003,Classic Cars,50,S24_1628,Bridgewater,CT,USA,,Small
10181,34,53.83,1,1830.22,11 December 2003,Shipped,4,11,2003,Classic Cars,50,S24_1628,Bergen,,Norway,EMEA,Small
10192,47,53.83,6,2530.01,20 November 2003,Shipped,4,11,2003,Classic Cars,50,S24_1628,Nashua,NH,USA,,Small
10204,45,49.81,12,2241.45,12 February 2003,Shipped,4,12,2003,Classic Cars,50,S24_1628,NYC,NY,USA,,Small
10212,45,53.33,5,2399.85,16 January 2004,Shipped,1,1,2004,Classic Cars,50,S24_1628,Madrid,,Spain,EMEA,Small
10226,36,43.27,3,1557.72,26 February 2004,Shipped,1,2,2004,Classic Cars,50,S24_1628,San Diego,CA,USA,,Small
10241,21,40.25,10,845.25,13 April 2004,Shipped,2,4,2004,Classic Cars,50,S24_1628,Strasbourg,,France,EMEA,Small
10266,28,48.3,1,1352.4,07 June 2004,Shipped,3,7,2004,Classic Cars,50,S24_1628,Reggio Emilia,,Italy,EMEA,Small
10278,35,45.28,1,1584.8,08 June 2004,Shipped,3,8,2004,Classic Cars,50,S24_1628,Las Vegas,NV,USA,,Small
10288,50,52.32,13,2616,09 January 2004,Shipped,3,9,2004,Classic Cars,50,S24_1628,Singapore,,Singapore,APAC,Small
10301,22,51.32,3,1129.04,10 May 2003,Shipped,4,10,2003,Classic Cars,50,S24_1628,Oslo,,Norway,EMEA,Small
10311,45,49.3,8,2218.5,16 October 2004,Shipped,4,10,2004,Classic Cars,50,S24_1628,Madrid,,Spain,EMEA,Small
10321,48,42.26,5,2028.48,11 April 2004,Shipped,4,11,2004,Classic Cars,50,S24_1628,New Bedford,MA,USA,,Small
10332,20,87.96,5,1759.2,17 November 2004,Shipped,4,11,2004,Classic Cars,50,S24_1628,Manchester,,UK,EMEA,Small
10343,27,36.21,6,977.67,24 November 2004,Shipped,4,11,2004,Classic Cars,50,S24_1628,Reims,,France,EMEA,Small
